experiment,img_set,filename,y_shift,x_shift
20201215_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201215-154215,20201215-154215-1,-2.0,-6.0
20201215_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201215-154215,20201215-154215-2,-6.0,-3.0
20201215_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201215-154215,20201215-154215-3,4.0,0.0
20201215_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201215-154215,20201215-154215-4,13.0,0.0
20201215_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201215-154215,20201215-154215-5,0.0,44.0
20201215_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201215-154215,20201215-154215-6,-3.0,0.0
20201215_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201215-154215,20201215-154215-7,-26.0,0.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-135719,20201216-135719-0,0.0,0.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-135719,20201216-135719-1,0.0,0.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-135719,20201216-135719-2,0.0,166.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-135719,20201216-135719-3,-11.0,1.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-135719,20201216-135719-4,-3.0,3.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-135719,20201216-135719-5,-7.0,0.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-135719,20201216-135719-6,0.0,0.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-135719,20201216-135719-7,21.0,-1.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-141203,20201216-141203-0,0.0,0.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-141203,20201216-141203-1,0.0,0.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-141203,20201216-141203-2,-1.0,2.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-141203,20201216-141203-3,-2.0,-1.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-141203,20201216-141203-4,0.0,3.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-141203,20201216-141203-5,-1.0,2.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-141203,20201216-141203-6,0.0,2.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-141203,20201216-141203-7,0.0,8.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-142642,20201216-142642-0,2.0,0.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-142642,20201216-142642-1,0.0,120.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-142642,20201216-142642-2,-3.0,96.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-142642,20201216-142642-3,-5.0,1.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-142642,20201216-142642-4,-3.0,6.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-142642,20201216-142642-5,0.0,2.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-142642,20201216-142642-6,0.0,5.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-142642,20201216-142642-7,0.0,0.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-144128,20201216-144128-0,0.0,0.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-144128,20201216-144128-1,0.0,0.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-144128,20201216-144128-2,0.0,171.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-144128,20201216-144128-3,-6.0,1.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-144128,20201216-144128-4,-2.0,7.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-144128,20201216-144128-5,0.0,0.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-144128,20201216-144128-6,0.0,3.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-144128,20201216-144128-7,-1.0,0.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-145612,20201216-145612-0,0.0,1.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-145612,20201216-145612-1,0.0,0.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-145612,20201216-145612-2,0.0,171.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-145612,20201216-145612-3,-7.0,1.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-145612,20201216-145612-4,0.0,6.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-145612,20201216-145612-5,0.0,0.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-145612,20201216-145612-6,0.0,3.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-145612,20201216-145612-7,-6.0,0.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-151045,20201216-151045-0,1.0,0.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-151045,20201216-151045-1,-3.0,1.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-151045,20201216-151045-2,-2.0,192.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-151045,20201216-151045-3,2.0,3.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-151045,20201216-151045-4,-2.0,8.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-151045,20201216-151045-5,-3.0,1.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-151045,20201216-151045-6,-3.0,1.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-151045,20201216-151045-7,16.0,0.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-152520,20201216-152520-0,-3.0,-1.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-152520,20201216-152520-1,-1.0,0.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-152520,20201216-152520-2,0.0,193.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-152520,20201216-152520-3,-10.0,1.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-152520,20201216-152520-4,-3.0,7.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-152520,20201216-152520-5,0.0,0.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-152520,20201216-152520-6,-3.0,1.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-152520,20201216-152520-7,14.0,0.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-154001,20201216-154001-0,0.0,-1.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-154001,20201216-154001-1,-1.0,0.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-154001,20201216-154001-2,0.0,188.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-154001,20201216-154001-3,-7.0,-1.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-154001,20201216-154001-4,-6.0,8.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-154001,20201216-154001-5,-2.0,0.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-154001,20201216-154001-6,-2.0,0.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-154001,20201216-154001-7,-1.0,-1.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-155440,20201216-155440-0,-3.0,0.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-155440,20201216-155440-1,-1.0,0.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-155440,20201216-155440-2,0.0,250.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-155440,20201216-155440-3,-6.0,0.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-155440,20201216-155440-4,-5.0,7.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-155440,20201216-155440-5,1.0,-1.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-155440,20201216-155440-6,-2.0,0.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-155440,20201216-155440-7,10.0,0.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-160916,20201216-160916-0,-3.0,0.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-160916,20201216-160916-1,0.0,0.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-160916,20201216-160916-2,-3.0,3.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-160916,20201216-160916-3,-8.0,1.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-160916,20201216-160916-4,-6.0,6.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-160916,20201216-160916-5,-5.0,0.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-160916,20201216-160916-6,-3.0,0.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-160916,20201216-160916-7,-7.0,0.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-162354,20201216-162354-0,-2.0,0.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-162354,20201216-162354-1,-2.0,2.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-162354,20201216-162354-2,0.0,96.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-162354,20201216-162354-3,-15.0,3.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-162354,20201216-162354-4,-7.0,10.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-162354,20201216-162354-5,-1.0,1.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-162354,20201216-162354-6,-7.0,2.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-162354,20201216-162354-7,0.0,0.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-163816,20201216-163816-0,0.0,-1.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-163816,20201216-163816-1,0.0,-1.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-163816,20201216-163816-2,0.0,2.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-163816,20201216-163816-3,-3.0,0.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-163816,20201216-163816-4,-5.0,6.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-163816,20201216-163816-5,0.0,0.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-163816,20201216-163816-6,0.0,0.0
20201216_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_heterogenous,20201216-163816,20201216-163816-7,18.0,-1.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-142717,20201217-142717-0,0.0,-2.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-142717,20201217-142717-1,-1.0,-1.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-142717,20201217-142717-2,0.0,0.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-142717,20201217-142717-3,-3.0,0.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-142717,20201217-142717-4,-1.0,-2.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-142717,20201217-142717-5,-3.0,0.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-142717,20201217-142717-6,-28.0,10.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-142717,20201217-142717-7,0.0,-2.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-144201,20201217-144201-0,9.0,0.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-144201,20201217-144201-1,3.0,0.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-144201,20201217-144201-2,-2.0,2.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-144201,20201217-144201-3,-2.0,1.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-144201,20201217-144201-4,0.0,0.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-144201,20201217-144201-5,2.0,1.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-144201,20201217-144201-6,-16.0,10.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-144201,20201217-144201-7,-5.0,0.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-145643,20201217-145643-0,-2.0,3.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-145643,20201217-145643-1,-2.0,1.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-145643,20201217-145643-2,13.0,0.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-145643,20201217-145643-3,0.0,0.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-145643,20201217-145643-4,-3.0,1.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-145643,20201217-145643-5,-2.0,1.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-145643,20201217-145643-6,0.0,2.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-145643,20201217-145643-7,-21.0,2.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-151133,20201217-151133-0,11.0,0.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-151133,20201217-151133-1,0.0,0.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-151133,20201217-151133-2,3.0,-1.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-151133,20201217-151133-3,-3.0,2.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-151133,20201217-151133-4,-2.0,1.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-151133,20201217-151133-5,0.0,0.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-151133,20201217-151133-6,-7.0,4.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-151133,20201217-151133-7,-2.0,0.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-152619,20201217-152619-0,16.0,3.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-152619,20201217-152619-1,8.0,0.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-152619,20201217-152619-2,12.0,2.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-152619,20201217-152619-3,-1.0,2.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-152619,20201217-152619-4,-6.0,4.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-152619,20201217-152619-5,9.0,0.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-152619,20201217-152619-6,-3.0,4.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-152619,20201217-152619-7,-3.0,1.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-154104,20201217-154104-0,4.0,3.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-154104,20201217-154104-1,1.0,0.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-154104,20201217-154104-2,-1.0,0.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-154104,20201217-154104-3,2.0,1.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-154104,20201217-154104-4,0.0,0.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-154104,20201217-154104-5,1.0,-1.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-154104,20201217-154104-6,-13.0,3.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-154104,20201217-154104-7,-4.0,0.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-155547,20201217-155547-0,14.0,1.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-155547,20201217-155547-1,-5.0,0.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-155547,20201217-155547-2,0.0,0.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-155547,20201217-155547-3,3.0,0.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-155547,20201217-155547-4,-2.0,0.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-155547,20201217-155547-5,-1.0,0.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-155547,20201217-155547-6,-13.0,4.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-155547,20201217-155547-7,-10.0,0.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-161035,20201217-161035-0,17.0,1.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-161035,20201217-161035-1,0.0,0.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-161035,20201217-161035-2,1.0,0.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-161035,20201217-161035-3,-2.0,0.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-161035,20201217-161035-4,1.0,0.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-161035,20201217-161035-5,2.0,0.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-161035,20201217-161035-6,-21.0,8.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-161035,20201217-161035-7,-3.0,0.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-162529,20201217-162529-0,10.0,3.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-162529,20201217-162529-1,5.0,0.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-162529,20201217-162529-2,12.0,1.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-162529,20201217-162529-3,2.0,0.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-162529,20201217-162529-4,1.0,0.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-162529,20201217-162529-5,0.0,0.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-162529,20201217-162529-6,-9.0,4.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-162529,20201217-162529-7,-17.0,3.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-164019,20201217-164019-0,4.0,3.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-164019,20201217-164019-1,0.0,0.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-164019,20201217-164019-2,0.0,0.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-164019,20201217-164019-3,3.0,-1.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-164019,20201217-164019-4,1.0,-1.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-164019,20201217-164019-5,0.0,0.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-164019,20201217-164019-6,-2.0,0.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-164019,20201217-164019-7,-20.0,2.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-165502,20201217-165502-0,21.0,1.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-165502,20201217-165502-1,-3.0,-1.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-165502,20201217-165502-2,4.0,0.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-165502,20201217-165502-3,1.0,-2.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-165502,20201217-165502-4,1.0,0.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-165502,20201217-165502-5,0.0,0.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-165502,20201217-165502-6,-5.0,1.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-165502,20201217-165502-7,-15.0,0.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-170955,20201217-170955-0,14.0,2.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-170955,20201217-170955-1,0.0,-2.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-170955,20201217-170955-2,12.0,-2.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-170955,20201217-170955-3,-10.0,2.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-170955,20201217-170955-4,3.0,-1.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-170955,20201217-170955-5,-3.0,1.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-170955,20201217-170955-6,-5.0,2.0
20201217_CCI_Normalization_Microscopy_Split_roomtemp_HEPES_homogenous,20201217-170955,20201217-170955-7,-6.0,0.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-121645,20210114-121645-0,-14.0,-1.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-121645,20210114-121645-1,3.0,-3.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-121645,20210114-121645-2,4.0,-2.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-121645,20210114-121645-3,0.0,0.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-121645,20210114-121645-4,3.0,-1.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-121645,20210114-121645-5,3.0,-1.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-121645,20210114-121645-6,1.0,-1.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-121645,20210114-121645-7,7.0,-2.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-122733,20210114-122733-0,-28.0,-5.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-122733,20210114-122733-1,-19.0,3.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-122733,20210114-122733-2,-33.0,9.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-122733,20210114-122733-3,-7.0,4.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-122733,20210114-122733-4,-5.0,11.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-122733,20210114-122733-5,1.0,24.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-122733,20210114-122733-6,-13.0,30.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-122733,20210114-122733-7,14.0,-5.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-123728,20210114-123728-0,-13.0,-8.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-123728,20210114-123728-1,-19.0,2.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-123728,20210114-123728-2,-37.0,7.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-123728,20210114-123728-3,12.0,2.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-123728,20210114-123728-4,2.0,6.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-123728,20210114-123728-5,1.0,22.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-123728,20210114-123728-6,-8.0,26.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-123728,20210114-123728-7,-17.0,-6.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-124720,20210114-124720-0,-12.0,-10.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-124720,20210114-124720-1,-27.0,-2.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-124720,20210114-124720-2,-40.0,6.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-124720,20210114-124720-3,14.0,2.0
