experiment,img_set,filename,y_shift,x_shift
20210211_CCI_Normalization_V2_HEPES_RT,20210211-143926,20210211-143926-0,-33.0,-8.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-143926,20210211-143926-1,-1.0,-11.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-143926,20210211-143926-2,-3.0,-10.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-143926,20210211-143926-3,-17.0,-8.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-143926,20210211-143926-4,-26.0,0.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-143926,20210211-143926-5,-4.0,-10.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-143926,20210211-143926-6,7.0,-11.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-143926,20210211-143926-7,-8.0,-11.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-145330,20210211-145330-0,-35.0,-10.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-145330,20210211-145330-1,-7.0,-12.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-145330,20210211-145330-2,-4.0,-11.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-145330,20210211-145330-3,-15.0,-9.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-145330,20210211-145330-4,-37.0,1.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-145330,20210211-145330-5,-6.0,-10.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-145330,20210211-145330-6,14.0,-13.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-145330,20210211-145330-7,-7.0,-13.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-150329,20210211-150329-0,-37.0,-13.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-150329,20210211-150329-1,-5.0,-12.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-150329,20210211-150329-2,-6.0,-12.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-150329,20210211-150329-3,-20.0,-10.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-150329,20210211-150329-4,-28.0,1.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-150329,20210211-150329-5,-9.0,-12.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-150329,20210211-150329-6,0.0,-13.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-150329,20210211-150329-7,-12.0,-14.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-151329,20210211-151329-0,-36.0,-9.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-151329,20210211-151329-1,0.0,-10.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-151329,20210211-151329-2,-7.0,-11.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-151329,20210211-151329-3,-15.0,-7.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-151329,20210211-151329-4,-9.0,-1.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-151329,20210211-151329-5,-1.0,-9.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-151329,20210211-151329-6,6.0,-11.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-151329,20210211-151329-7,-4.0,-11.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-152327,20210211-152327-0,-26.0,-15.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-152327,20210211-152327-1,-5.0,-13.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-152327,20210211-152327-2,-1.0,-15.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-152327,20210211-152327-3,-15.0,-11.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-152327,20210211-152327-4,-15.0,-5.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-152327,20210211-152327-5,-1.0,-13.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-152327,20210211-152327-6,6.0,-14.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-152327,20210211-152327-7,-28.0,-15.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-153325,20210211-153325-0,-36.0,-10.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-153325,20210211-153325-1,-4.0,-11.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-153325,20210211-153325-2,-4.0,-12.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-153325,20210211-153325-3,-12.0,-9.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-153325,20210211-153325-4,-11.0,-3.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-153325,20210211-153325-5,-5.0,-10.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-153325,20210211-153325-6,5.0,-11.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-153325,20210211-153325-7,-12.0,-12.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-154323,20210211-154323-0,-41.0,-12.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-154323,20210211-154323-1,-3.0,-13.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-154323,20210211-154323-2,2.0,-15.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-154323,20210211-154323-3,-13.0,-12.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-154323,20210211-154323-4,-26.0,-3.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-154323,20210211-154323-5,-2.0,-13.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-154323,20210211-154323-6,2.0,-15.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-154323,20210211-154323-7,-14.0,-16.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-155320,20210211-155320-0,-28.0,-13.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-155320,20210211-155320-1,2.0,-14.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-155320,20210211-155320-2,7.0,-15.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-155320,20210211-155320-3,-16.0,-10.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-155320,20210211-155320-4,-22.0,-2.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-155320,20210211-155320-5,0.0,-12.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-155320,20210211-155320-6,0.0,-12.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-155320,20210211-155320-7,-12.0,-12.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-160316,20210211-160316-0,-40.0,-12.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-160316,20210211-160316-1,0.0,-14.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-160316,20210211-160316-2,1.0,-15.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-160316,20210211-160316-3,-14.0,-12.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-160316,20210211-160316-4,-14.0,-4.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-160316,20210211-160316-5,0.0,-13.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-160316,20210211-160316-6,0.0,-13.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-160316,20210211-160316-7,-15.0,-13.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-161311,20210211-161311-0,-36.0,-13.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-161311,20210211-161311-1,0.0,-16.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-161311,20210211-161311-2,8.0,-18.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-161311,20210211-161311-3,-9.0,-14.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-161311,20210211-161311-4,-23.0,-6.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-161311,20210211-161311-5,0.0,-13.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-161311,20210211-161311-6,0.0,-14.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-161311,20210211-161311-7,-13.0,-14.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-162307,20210211-162307-0,-28.0,-14.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-162307,20210211-162307-1,5.0,-16.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-162307,20210211-162307-2,7.0,-17.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-162307,20210211-162307-3,-12.0,-14.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-162307,20210211-162307-4,-7.0,-8.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-162307,20210211-162307-5,-2.0,-12.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-162307,20210211-162307-6,5.0,-20.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-162307,20210211-162307-7,-18.0,-13.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-163302,20210211-163302-0,-37.0,-13.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-163302,20210211-163302-1,2.0,-16.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-163302,20210211-163302-2,7.0,-16.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-163302,20210211-163302-3,-7.0,-14.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-163302,20210211-163302-4,-11.0,-7.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-163302,20210211-163302-5,0.0,-13.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-163302,20210211-163302-6,1.0,-18.0
20210211_CCI_Normalization_V2_HEPES_RT,20210211-163302,20210211-163302-7,-35.0,-11.0
20210217_HEPES_4C,20210217-171634,20210217-171634-0,-23.0,4.0
20210217_HEPES_4C,20210217-171634,20210217-171634-1,-25.0,5.0
20210217_HEPES_4C,20210217-171634,20210217-171634-2,1.0,6.0
20210217_HEPES_4C,20210217-171634,20210217-171634-3,-2.0,5.0
20210217_HEPES_4C,20210217-171634,20210217-171634-4,2.0,4.0
20210217_HEPES_4C,20210217-171634,20210217-171634-5,9.0,3.0
20210217_HEPES_4C,20210217-171634,20210217-171634-6,6.0,4.0
20210217_HEPES_4C,20210217-171634,20210217-171634-7,11.0,3.0
20210217_HEPES_4C,20210217-173038,20210217-173038-0,-11.0,16.0
20210217_HEPES_4C,20210217-173038,20210217-173038-1,0.0,13.0
20210217_HEPES_4C,20210217-173038,20210217-173038-2,16.0,10.0
20210217_HEPES_4C,20210217-173038,20210217-173038-3,14.0,8.0
20210217_HEPES_4C,20210217-173038,20210217-173038-4,11.0,1.0
20210217_HEPES_4C,20210217-173038,20210217-173038-5,8.0,0.0
20210217_HEPES_4C,20210217-173038,20210217-173038-6,11.0,-12.0
20210217_HEPES_4C,20210217-173038,20210217-173038-7,12.0,7.0
20210217_HEPES_4C,20210217-174038,20210217-174038-0,-11.0,16.0
20210217_HEPES_4C,20210217-174038,20210217-174038-1,0.0,12.0
20210217_HEPES_4C,20210217-174038,20210217-174038-2,11.0,11.0
20210217_HEPES_4C,20210217-174038,20210217-174038-3,11.0,7.0
20210217_HEPES_4C,20210217-174038,20210217-174038-4,9.0,0.0
20210217_HEPES_4C,20210217-174038,20210217-174038-5,13.0,-5.0
20210217_HEPES_4C,20210217-174038,20210217-174038-6,14.0,-13.0
20210217_HEPES_4C,20210217-174038,20210217-174038-7,0.0,3.0
20210217_HEPES_4C,20210217-175037,20210217-175037-0,-11.0,21.0
20210217_HEPES_4C,20210217-175037,20210217-175037-1,-1.0,17.0
20210217_HEPES_4C,20210217-175037,20210217-175037-2,12.0,16.0
20210217_HEPES_4C,20210217-175037,20210217-175037-3,15.0,12.0
20210217_HEPES_4C,20210217-175037,20210217-175037-4,10.0,5.0
20210217_HEPES_4C,20210217-175037,20210217-175037-5,12.0,3.0
20210217_HEPES_4C,20210217-175037,20210217-175037-6,11.0,-9.0
20210217_HEPES_4C,20210217-175037,20210217-175037-7,-8.0,8.0
20210217_HEPES_4C,20210217-180035,20210217-180035-0,-12.0,20.0
20210217_HEPES_4C,20210217-180035,20210217-180035-1,-5.0,13.0
20210217_HEPES_4C,20210217-180035,20210217-180035-2,4.0,14.0
20210217_HEPES_4C,20210217-180035,20210217-180035-3,27.0,11.0
20210217_HEPES_4C,20210217-180035,20210217-180035-4,7.0,4.0
20210217_HEPES_4C,20210217-180035,20210217-180035-5,10.0,1.0
20210217_HEPES_4C,20210217-180035,20210217-180035-6,11.0,-10.0
20210217_HEPES_4C,20210217-180035,20210217-180035-7,-33.0,0.0
20210217_HEPES_4C,20210217-181033,20210217-181033-0,-7.0,24.0
20210217_HEPES_4C,20210217-181033,20210217-181033-1,-14.0,18.0
20210217_HEPES_4C,20210217-181033,20210217-181033-2,18.0,17.0
20210217_HEPES_4C,20210217-181033,20210217-181033-3,11.0,15.0
20210217_HEPES_4C,20210217-181033,20210217-181033-4,9.0,7.0
20210217_HEPES_4C,20210217-181033,20210217-181033-5,8.0,6.0
20210217_HEPES_4C,20210217-181033,20210217-181033-6,19.0,-2.0
20210217_HEPES_4C,20210217-181033,20210217-181033-7,6.0,5.0
20210217_HEPES_4C,20210217-182030,20210217-182030-0,-2.0,23.0
20210217_HEPES_4C,20210217-182030,20210217-182030-1,-17.0,20.0
20210217_HEPES_4C,20210217-182030,20210217-182030-2,16.0,19.0
20210217_HEPES_4C,20210217-182030,20210217-182030-3,11.0,17.0
20210217_HEPES_4C,20210217-182030,20210217-182030-4,8.0,9.0
20210217_HEPES_4C,20210217-182030,20210217-182030-5,10.0,7.0
20210217_HEPES_4C,20210217-182030,20210217-182030-6,9.0,1.0
20210217_HEPES_4C,20210217-182030,20210217-182030-7,-14.0,7.0
20210217_HEPES_4C,20210217-183027,20210217-183027-0,-12.0,24.0
20210217_HEPES_4C,20210217-183027,20210217-183027-1,-21.0,19.0
20210217_HEPES_4C,20210217-183027,20210217-183027-2,10.0,19.0
20210217_HEPES_4C,20210217-183027,20210217-183027-3,33.0,16.0
20210217_HEPES_4C,20210217-183027,20210217-183027-4,9.0,9.0
20210217_HEPES_4C,20210217-183027,20210217-183027-5,7.0,8.0
20210217_HEPES_4C,20210217-183027,20210217-183027-6,19.0,-9.0
20210217_HEPES_4C,20210217-183027,20210217-183027-7,-19.0,8.0
20210217_HEPES_4C,20210217-184023,20210217-184023-0,-9.0,23.0
20210217_HEPES_4C,20210217-184023,20210217-184023-1,-22.0,19.0
20210217_HEPES_4C,20210217-184023,20210217-184023-2,13.0,17.0
20210217_HEPES_4C,20210217-184023,20210217-184023-3,12.0,16.0
20210217_HEPES_4C,20210217-184023,20210217-184023-4,11.0,7.0
20210217_HEPES_4C,20210217-184023,20210217-184023-5,6.0,7.0
20210217_HEPES_4C,20210217-184023,20210217-184023-6,16.0,-10.0
20210217_HEPES_4C,20210217-184023,20210217-184023-7,30.0,5.0
20210217_HEPES_4C,20210217-185018,20210217-185018-0,-5.0,22.0
20210217_HEPES_4C,20210217-185018,20210217-185018-1,-21.0,18.0
20210217_HEPES_4C,20210217-185018,20210217-185018-2,14.0,17.0
20210217_HEPES_4C,20210217-185018,20210217-185018-3,11.0,15.0
20210217_HEPES_4C,20210217-185018,20210217-185018-4,5.0,8.0
20210217_HEPES_4C,20210217-185018,20210217-185018-5,2.0,8.0
20210217_HEPES_4C,20210217-185018,20210217-185018-6,8.0,0.0
20210217_HEPES_4C,20210217-185018,20210217-185018-7,29.0,5.0
20210217_HEPES_4C,20210217-190014,20210217-190014-0,-11.0,26.0
20210217_HEPES_4C,20210217-190014,20210217-190014-1,-7.0,20.0
20210217_HEPES_4C,20210217-190014,20210217-190014-2,15.0,19.0
20210217_HEPES_4C,20210217-190014,20210217-190014-3,12.0,17.0
20210217_HEPES_4C,20210217-190014,20210217-190014-4,8.0,10.0
20210217_HEPES_4C,20210217-190014,20210217-190014-5,10.0,10.0
20210217_HEPES_4C,20210217-190014,20210217-190014-6,9.0,1.0
20210217_HEPES_4C,20210217-190014,20210217-190014-7,30.0,6.0
20210217_HEPES_4C,20210217-191009,20210217-191009-0,-13.0,28.0
20210217_HEPES_4C,20210217-191009,20210217-191009-1,-2.0,24.0
20210217_HEPES_4C,20210217-191009,20210217-191009-2,20.0,22.0
20210217_HEPES_4C,20210217-191009,20210217-191009-3,10.0,20.0
20210217_HEPES_4C,20210217-191009,20210217-191009-4,10.0,12.0
20210217_HEPES_4C,20210217-191009,20210217-191009-5,15.0,15.0
20210217_HEPES_4C,20210217-191009,20210217-191009-6,12.0,-3.0
20210217_HEPES_4C,20210217-191009,20210217-191009-7,4.0,13.0
20210224_DMEM_RT,20210224-161716,20210224-161716-0,-7.0,2.0
20210224_DMEM_RT,20210224-161716,20210224-161716-1,7.0,3.0
20210224_DMEM_RT,20210224-161716,20210224-161716-2,-33.0,7.0
20210224_DMEM_RT,20210224-161716,20210224-161716-3,10.0,9.0
20210224_DMEM_RT,20210224-161716,20210224-161716-4,16.0,2.0
20210224_DMEM_RT,20210224-161716,20210224-161716-5,12.0,1.0
20210224_DMEM_RT,20210224-161716,20210224-161716-6,-6.0,4.0
20210224_DMEM_RT,20210224-161716,20210224-161716-7,0.0,3.0
20210224_DMEM_RT,20210224-163120,20210224-163120-0,-40.0,6.0
20210224_DMEM_RT,20210224-163120,20210224-163120-1,-6.0,10.0
20210224_DMEM_RT,20210224-163120,20210224-163120-2,14.0,7.0
20210224_DMEM_RT,20210224-163120,20210224-163120-3,21.0,8.0
20210224_DMEM_RT,20210224-163120,20210224-163120-4,2.0,3.0
20210224_DMEM_RT,20210224-163120,20210224-163120-5,12.0,3.0
20210224_DMEM_RT,20210224-163120,20210224-163120-6,-11.0,8.0
20210224_DMEM_RT,20210224-163120,20210224-163120-7,-42.0,8.0
20210224_DMEM_RT,20210224-164121,20210224-164121-0,-66.0,9.0
20210224_DMEM_RT,20210224-164121,20210224-164121-1,-15.0,11.0
20210224_DMEM_RT,20210224-164121,20210224-164121-2,4.0,12.0
20210224_DMEM_RT,20210224-164121,20210224-164121-3,20.0,9.0
20210224_DMEM_RT,20210224-164121,20210224-164121-4,2.0,4.0
20210224_DMEM_RT,20210224-164121,20210224-164121-5,5.0,1.0
20210224_DMEM_RT,20210224-164121,20210224-164121-6,-3.0,5.0
20210224_DMEM_RT,20210224-164121,20210224-164121-7,-10.0,6.0
20210224_DMEM_RT,20210224-165122,20210224-165122-0,-49.0,10.0
20210224_DMEM_RT,20210224-165122,20210224-165122-1,-9.0,10.0
20210224_DMEM_RT,20210224-165122,20210224-165122-2,2.0,12.0
20210224_DMEM_RT,20210224-165122,20210224-165122-3,24.0,7.0
20210224_DMEM_RT,20210224-165122,20210224-165122-4,3.0,4.0
20210224_DMEM_RT,20210224-165122,20210224-165122-5,10.0,0.0
20210224_DMEM_RT,20210224-165122,20210224-165122-6,-1.0,7.0
20210224_DMEM_RT,20210224-165122,20210224-165122-7,-19.0,8.0
20210224_DMEM_RT,20210224-170121,20210224-170121-0,-51.0,2.0
20210224_DMEM_RT,20210224-170121,20210224-170121-1,-17.0,12.0
20210224_DMEM_RT,20210224-170121,20210224-170121-2,2.0,13.0
20210224_DMEM_RT,20210224-170121,20210224-170121-3,20.0,9.0
20210224_DMEM_RT,20210224-170121,20210224-170121-4,1.0,4.0
20210224_DMEM_RT,20210224-170121,20210224-170121-5,6.0,0.0
20210224_DMEM_RT,20210224-170121,20210224-170121-6,-8.0,6.0
20210224_DMEM_RT,20210224-170121,20210224-170121-7,-31.0,678.0
20210224_DMEM_RT,20210224-171120,20210224-171120-0,-46.0,3.0
20210224_DMEM_RT,20210224-171120,20210224-171120-1,-9.0,13.0
20210224_DMEM_RT,20210224-171120,20210224-171120-2,5.0,13.0
20210224_DMEM_RT,20210224-171120,20210224-171120-3,22.0,9.0
20210224_DMEM_RT,20210224-171120,20210224-171120-4,2.0,3.0
20210224_DMEM_RT,20210224-171120,20210224-171120-5,11.0,4.0
20210224_DMEM_RT,20210224-171120,20210224-171120-6,0.0,-6.0
20210224_DMEM_RT,20210224-171120,20210224-171120-7,-60.0,687.0
20210224_DMEM_RT,20210224-172118,20210224-172118-0,-41.0,5.0
20210224_DMEM_RT,20210224-172118,20210224-172118-1,-9.0,13.0
20210224_DMEM_RT,20210224-172118,20210224-172118-2,5.0,12.0
20210224_DMEM_RT,20210224-172118,20210224-172118-3,21.0,9.0
20210224_DMEM_RT,20210224-172118,20210224-172118-4,1.0,5.0
20210224_DMEM_RT,20210224-172118,20210224-172118-5,12.0,1.0
20210224_DMEM_RT,20210224-172118,20210224-172118-6,-11.0,2.0
20210224_DMEM_RT,20210224-172118,20210224-172118-7,-49.0,514.0
20210224_DMEM_RT,20210224-173117,20210224-173117-0,-46.0,9.0
20210224_DMEM_RT,20210224-173117,20210224-173117-1,-13.0,13.0
20210224_DMEM_RT,20210224-173117,20210224-173117-2,-1.0,12.0
20210224_DMEM_RT,20210224-173117,20210224-173117-3,38.0,10.0
20210224_DMEM_RT,20210224-173117,20210224-173117-4,-2.0,1.0
20210224_DMEM_RT,20210224-173117,20210224-173117-5,14.0,-1.0
20210224_DMEM_RT,20210224-173117,20210224-173117-6,-9.0,-4.0
20210224_DMEM_RT,20210224-173117,20210224-173117-7,-18.0,495.0
20210224_DMEM_RT,20210224-174113,20210224-174113-0,-50.0,14.0
20210224_DMEM_RT,20210224-174113,20210224-174113-1,-11.0,14.0
20210224_DMEM_RT,20210224-174113,20210224-174113-2,1.0,12.0
20210224_DMEM_RT,20210224-174113,20210224-174113-3,19.0,10.0
20210224_DMEM_RT,20210224-174113,20210224-174113-4,1.0,7.0
20210224_DMEM_RT,20210224-174113,20210224-174113-5,4.0,7.0
20210224_DMEM_RT,20210224-174113,20210224-174113-6,-4.0,1.0
20210224_DMEM_RT,20210224-174113,20210224-174113-7,-23.0,493.0
20210224_DMEM_RT,20210224-175109,20210224-175109-0,-48.0,8.0
20210224_DMEM_RT,20210224-175109,20210224-175109-1,-8.0,14.0
20210224_DMEM_RT,20210224-175109,20210224-175109-2,6.0,13.0
20210224_DMEM_RT,20210224-175109,20210224-175109-3,18.0,10.0
20210224_DMEM_RT,20210224-175109,20210224-175109-4,1.0,3.0
20210224_DMEM_RT,20210224-175109,20210224-175109-5,9.0,0.0
20210224_DMEM_RT,20210224-175109,20210224-175109-6,-4.0,0.0
20210224_DMEM_RT,20210224-175109,20210224-175109-7,-51.0,495.0
20210224_DMEM_RT,20210224-180105,20210224-180105-0,-59.0,0.0
20210224_DMEM_RT,20210224-180105,20210224-180105-1,-7.0,13.0
20210224_DMEM_RT,20210224-180105,20210224-180105-2,9.0,12.0
20210224_DMEM_RT,20210224-180105,20210224-180105-3,25.0,10.0
20210224_DMEM_RT,20210224-180105,20210224-180105-4,1.0,4.0
20210224_DMEM_RT,20210224-180105,20210224-180105-5,10.0,2.0
20210224_DMEM_RT,20210224-180105,20210224-180105-6,-10.0,0.0
20210224_DMEM_RT,20210224-180105,20210224-180105-7,-40.0,554.0
20210224_DMEM_RT,20210224-181101,20210224-181101-0,-49.0,2.0
20210224_DMEM_RT,20210224-181101,20210224-181101-1,-5.0,14.0
20210224_DMEM_RT,20210224-181101,20210224-181101-2,12.0,13.0
20210224_DMEM_RT,20210224-181101,20210224-181101-3,23.0,11.0
20210224_DMEM_RT,20210224-181101,20210224-181101-4,2.0,4.0
20210224_DMEM_RT,20210224-181101,20210224-181101-5,15.0,5.0
20210224_DMEM_RT,20210224-181101,20210224-181101-6,-13.0,0.0
20210224_DMEM_RT,20210224-181101,20210224-181101-7,-45.0,565.0
20210225_DMEM_4C,20210225-141844,20210225-141844-0,3.0,0.0
20210225_DMEM_4C,20210225-141844,20210225-141844-1,-2.0,1.0
20210225_DMEM_4C,20210225-141844,20210225-141844-2,-21.0,3.0
20210225_DMEM_4C,20210225-141844,20210225-141844-3,-5.0,2.0
20210225_DMEM_4C,20210225-141844,20210225-141844-4,-3.0,2.0
20210225_DMEM_4C,20210225-141844,20210225-141844-5,-6.0,3.0
20210225_DMEM_4C,20210225-141844,20210225-141844-6,0.0,-3.0
20210225_DMEM_4C,20210225-141844,20210225-141844-7,-5.0,-1.0
20210225_DMEM_4C,20210225-143249,20210225-143249-0,6.0,6.0
20210225_DMEM_4C,20210225-143249,20210225-143249-1,-1.0,9.0
20210225_DMEM_4C,20210225-143249,20210225-143249-2,-18.0,8.0
20210225_DMEM_4C,20210225-143249,20210225-143249-3,-4.0,8.0
20210225_DMEM_4C,20210225-143249,20210225-143249-4,0.0,5.0
20210225_DMEM_4C,20210225-143249,20210225-143249-5,-3.0,5.0
20210225_DMEM_4C,20210225-143249,20210225-143249-6,3.0,-2.0
20210225_DMEM_4C,20210225-143249,20210225-143249-7,-5.0,5.0
20210225_DMEM_4C,20210225-144249,20210225-144249-0,-2.0,10.0
20210225_DMEM_4C,20210225-144249,20210225-144249-1,-1.0,14.0
20210225_DMEM_4C,20210225-144249,20210225-144249-2,1.0,11.0
20210225_DMEM_4C,20210225-144249,20210225-144249-3,2.0,6.0
20210225_DMEM_4C,20210225-144249,20210225-144249-4,0.0,5.0
20210225_DMEM_4C,20210225-144249,20210225-144249-5,0.0,5.0
20210225_DMEM_4C,20210225-144249,20210225-144249-6,-4.0,-5.0
20210225_DMEM_4C,20210225-144249,20210225-144249-7,0.0,7.0
20210225_DMEM_4C,20210225-145249,20210225-145249-0,9.0,9.0
20210225_DMEM_4C,20210225-145249,20210225-145249-1,1.0,14.0
20210225_DMEM_4C,20210225-145249,20210225-145249-2,-14.0,12.0
20210225_DMEM_4C,20210225-145249,20210225-145249-3,-3.0,7.0
20210225_DMEM_4C,20210225-145249,20210225-145249-4,-13.0,5.0
20210225_DMEM_4C,20210225-145249,20210225-145249-5,-3.0,6.0
20210225_DMEM_4C,20210225-145249,20210225-145249-6,10.0,-9.0
20210225_DMEM_4C,20210225-145249,20210225-145249-7,-6.0,6.0
20210225_DMEM_4C,20210225-150248,20210225-150248-0,6.0,8.0
20210225_DMEM_4C,20210225-150248,20210225-150248-1,0.0,11.0
20210225_DMEM_4C,20210225-150248,20210225-150248-2,-13.0,14.0
20210225_DMEM_4C,20210225-150248,20210225-150248-3,-6.0,12.0
20210225_DMEM_4C,20210225-150248,20210225-150248-4,3.0,5.0
20210225_DMEM_4C,20210225-150248,20210225-150248-5,0.0,10.0
20210225_DMEM_4C,20210225-150248,20210225-150248-6,0.0,0.0
20210225_DMEM_4C,20210225-150248,20210225-150248-7,0.0,6.0
20210225_DMEM_4C,20210225-151246,20210225-151246-0,7.0,9.0
20210225_DMEM_4C,20210225-151246,20210225-151246-1,0.0,12.0
20210225_DMEM_4C,20210225-151246,20210225-151246-2,11.0,12.0
20210225_DMEM_4C,20210225-151246,20210225-151246-3,-1.0,9.0
20210225_DMEM_4C,20210225-151246,20210225-151246-4,-15.0,6.0
20210225_DMEM_4C,20210225-151246,20210225-151246-5,-3.0,7.0
20210225_DMEM_4C,20210225-151246,20210225-151246-6,0.0,-3.0
20210225_DMEM_4C,20210225-151246,20210225-151246-7,-6.0,8.0
20210225_DMEM_4C,20210225-152245,20210225-152245-0,1.0,9.0
20210225_DMEM_4C,20210225-152245,20210225-152245-1,0.0,12.0
20210225_DMEM_4C,20210225-152245,20210225-152245-2,-17.0,19.0
20210225_DMEM_4C,20210225-152245,20210225-152245-3,-2.0,5.0
20210225_DMEM_4C,20210225-152245,20210225-152245-4,-1.0,4.0
20210225_DMEM_4C,20210225-152245,20210225-152245-5,0.0,3.0
20210225_DMEM_4C,20210225-152245,20210225-152245-6,4.0,-10.0
20210225_DMEM_4C,20210225-152245,20210225-152245-7,-5.0,5.0
20210225_DMEM_4C,20210225-153242,20210225-153242-0,-6.0,8.0
20210225_DMEM_4C,20210225-153242,20210225-153242-1,-3.0,11.0
20210225_DMEM_4C,20210225-153242,20210225-153242-2,7.0,10.0
20210225_DMEM_4C,20210225-153242,20210225-153242-3,3.0,6.0
